pins,frequency,level
438,73,difficult
480,73,difficult
646,73,difficult
651,73,difficult
674,73,difficult
679,73,difficult
736,73,difficult
766,73,difficult
845,73,difficult
853,73,difficult
964,73,difficult
3049,73,difficult
3076,73,difficult
3086,73,difficult
3796,73,difficult
3934,73,difficult
4093,73,difficult
4097,73,difficult
4764,73,difficult
4927,73,difficult
4930,73,difficult
4970,73,difficult
5068,73,difficult
5099,73,difficult
5196,73,difficult
5328,73,difficult
5373,73,difficult
5389,73,difficult
5497,73,difficult
5956,73,difficult
6041,73,difficult
6076,73,difficult
6182,73,difficult
6306,73,difficult
6307,73,difficult
6434,73,difficult
6905,73,difficult
6927,73,difficult
6929,73,difficult
7038,73,difficult
7046,73,difficult
7148,73,difficult
7434,73,difficult
7435,73,difficult
7450,73,difficult
7460,73,difficult
7495,73,difficult
7554,73,difficult
7652,73,difficult
7695,73,difficult
7740,73,difficult
7843,73,difficult
8048,73,difficult
8064,73,difficult
8329,73,difficult
8364,73,difficult
8374,73,difficult
8496,73,difficult
8548,73,difficult
8634,73,difficult
8680,73,difficult
8714,73,difficult
8718,73,difficult
8953,73,difficult
8995,73,difficult
9033,73,difficult
9035,73,difficult
9236,73,difficult
9245,73,difficult
9360,73,difficult
9375,73,difficult
9415,73,difficult
9434,73,difficult
9435,73,difficult
9436,73,difficult
9477,73,difficult
9626,73,difficult
9643,73,difficult
9673,73,difficult
9730,73,difficult
9748,73,difficult
9768,73,difficult
9857,73,difficult
9906,73,difficult
9948,73,difficult
146,72,difficult
261,72,difficult
294,72,difficult
374,72,difficult
381,72,difficult
496,72,difficult
499,72,difficult
575,72,difficult
643,72,difficult
735,72,difficult
784,72,difficult
836,72,difficult
842,72,difficult
855,72,difficult
960,72,difficult
2894,72,difficult
3046,72,difficult
3063,72,difficult
3768,72,difficult
3772,72,difficult
3950,72,difficult
3980,72,difficult
4037,72,difficult
4064,72,difficult
4073,72,difficult
4079,72,difficult
4309,72,difficult
4634,72,difficult
4730,72,difficult
4839,72,difficult
4928,72,difficult
5086,72,difficult
5376,72,difficult
5838,72,difficult
5948,72,difficult
5994,72,difficult
5996,72,difficult
6085,72,difficult
6137,72,difficult
6167,72,difficult
6194,72,difficult
6237,72,difficult
6440,72,difficult
6695,72,difficult
6720,72,difficult
6738,72,difficult
6804,72,difficult
6826,72,difficult
6856,72,difficult
6862,72,difficult
6935,72,difficult
6937,72,difficult
7043,72,difficult
7064,72,difficult
7340,72,difficult
7362,72,difficult
7549,72,difficult
7629,72,difficult
7967,72,difficult
8072,72,difficult
8174,72,difficult
8259,72,difficult
8443,72,difficult
8493,72,difficult
8619,72,difficult
8643,72,difficult
8735,72,difficult
8736,72,difficult
8776,72,difficult
8795,72,difficult
8941,72,difficult
8983,72,difficult
9032,72,difficult
9034,72,difficult
9046,72,difficult
9108,72,difficult
9206,72,difficult
9289,72,difficult
9313,72,difficult
9352,72,difficult
9353,72,difficult
9358,72,difficult
9380,72,difficult
9385,72,difficult
9386,72,difficult
9445,72,difficult
9468,72,difficult
9564,72,difficult
9607,72,difficult
9617,72,difficult
9702,72,difficult
9743,72,difficult
9833,72,difficult
389,71,difficult
393,71,difficult
443,71,difficult
492,71,difficult
595,71,difficult
743,71,difficult
749,71,difficult
762,71,difficult
3091,71,difficult
3809,71,difficult
3873,71,difficult
3898,71,difficult
3932,71,difficult
4704,71,difficult
5097,71,difficult
5729,71,difficult
5749,71,difficult
6038,71,difficult
6052,71,difficult
6053,71,difficult
6072,71,difficult
6139,71,difficult
6495,71,difficult
6594,71,difficult
6727,71,difficult
6748,71,difficult
6792,71,difficult
6818,71,difficult
6823,71,difficult
7037,71,difficult
7370,71,difficult
7493,71,difficult
7618,71,difficult
7683,71,difficult
7834,71,difficult
7994,71,difficult
8041,71,difficult
8043,71,difficult
8362,71,difficult
8568,71,difficult
8653,71,difficult
8697,71,difficult
8725,71,difficult
8747,71,difficult
8794,71,difficult
8960,71,difficult
9130,71,difficult
9183,71,difficult
9241,71,difficult
9246,71,difficult
9257,71,difficult
9384,71,difficult
9549,71,difficult
9572,71,difficult
9728,71,difficult
9769,71,difficult
9816,71,difficult
9892,71,difficult
9928,71,difficult
292,70,difficult
362,70,difficult
436,70,difficult
659,70,difficult
947,70,difficult
961,70,difficult
5073,70,difficult
5549,70,difficult
5935,70,difficult
5982,70,difficult
6058,70,difficult
6193,70,difficult
6394,70,difficult
7346,70,difficult
7358,70,difficult
7360,70,difficult
7396,70,difficult
7439,70,difficult
7597,70,difficult
7930,70,difficult
7990,70,difficult
8097,70,difficult
8278,70,difficult
8395,70,difficult
9049,70,difficult
9249,70,difficult
9287,70,difficult
9407,70,difficult
9446,70,difficult
9624,70,difficult
9893,70,difficult
9926,70,difficult
296,69,difficult
537,69,difficult
692,69,difficult
760,69,difficult
3093,69,difficult
4085,69,difficult
4305,69,difficult
4603,69,difficult
4604,69,difficult
4618,69,difficult
4962,69,difficult
5726,69,difficult
5817,69,difficult
5934,69,difficult
6071,69,difficult
6086,69,difficult
6229,69,difficult
6346,69,difficult
6408,69,difficult
6438,69,difficult
6573,69,difficult
6735,69,difficult
6736,69,difficult
7041,69,difficult
7059,69,difficult
7194,69,difficult
7196,69,difficult
7350,69,difficult
7628,69,difficult
7948,69,difficult
8294,69,difficult
8339,69,difficult
8349,69,difficult
8394,69,difficult
8903,69,difficult
8952,69,difficult
9036,69,difficult
9063,69,difficult
9085,69,difficult
9107,69,difficult
9139,69,difficult
9141,69,difficult
9269,69,difficult
9351,69,difficult
9433,69,difficult
9640,69,difficult
9679,69,difficult
9846,69,difficult
9861,69,difficult
670,68,difficult
673,68,difficult
839,68,difficult
2493,68,difficult
4392,68,difficult
4904,68,difficult
6303,68,difficult
6706,68,difficult
6807,68,difficult
8057,68,difficult
8074,68,difficult
8578,68,difficult
8638,68,difficult
8739,68,difficult
8829,68,difficult
8926,68,difficult
8961,68,difficult
9048,68,difficult
9066,68,difficult
9174,68,difficult
9207,68,difficult
9209,68,difficult
9228,68,difficult
9419,68,difficult
9574,68,difficult
9670,68,difficult
544,67,difficult
589,67,difficult
672,67,difficult
767,67,difficult
940,67,difficult
5706,67,difficult
6073,67,difficult
6376,67,difficult
6384,67,difficult
6439,67,difficult
6538,67,difficult
6732,67,difficult
6763,67,difficult
6817,67,difficult
6843,67,difficult
6853,67,difficult
7052,67,difficult
7149,67,difficult
7635,67,difficult
7639,67,difficult
7698,67,difficult
7838,67,difficult
8061,67,difficult
8344,67,difficult
8637,67,difficult
8743,67,difficult
9037,67,difficult
9149,67,difficult
9205,67,difficult
9208,67,difficult
9302,67,difficult
9361,67,difficult
9538,67,difficult
9615,67,difficult
9645,67,difficult
9682,67,difficult
9735,67,difficult
9759,67,difficult
696,66,difficult
4083,66,difficult
4905,66,difficult
6056,66,difficult
6092,66,difficult
6863,66,difficult
7056,66,difficult
7461,66,difficult
7636,66,difficult
7830,66,difficult
7962,66,difficult
8059,66,difficult
8095,66,difficult
8737,66,difficult
9305,66,difficult
9364,66,difficult
9409,66,difficult
9528,66,difficult
9703,66,difficult
9839,66,difficult
447,65,difficult
4940,65,difficult
5194,65,difficult
6079,65,difficult
6084,65,difficult
6094,65,difficult
6492,65,difficult
6724,65,difficult
6805,65,difficult
6906,65,difficult
7061,65,difficult
7094,65,difficult
7339,65,difficult
7938,65,difficult
8334,65,difficult
8376,65,difficult
8620,65,difficult
8641,65,difficult
9051,65,difficult
9068,65,difficult
9073,65,difficult
9185,65,difficult
9370,65,difficult
9482,65,difficult
9647,65,difficult
9681,65,difficult
9683,65,difficult
593,64,difficult
647,64,difficult
746,64,difficult
793,64,difficult
3951,64,difficult
4761,64,difficult
6059,64,difficult
6078,64,difficult
6328,64,difficult
6629,64,difficult
6829,64,difficult
8039,64,difficult
8092,64,difficult
8429,64,difficult
8839,64,difficult
8947,64,difficult
9038,64,difficult
9064,64,difficult
9178,64,difficult
9359,64,difficult
9367,64,difficult
9381,64,difficult
9391,64,difficult
9447,64,difficult
9460,64,difficult
9628,64,difficult
9660,64,difficult
9726,64,difficult
9729,64,difficult
856,63,difficult
3953,63,difficult
6097,63,difficult
6726,63,difficult
7091,63,difficult
8076,63,difficult
8728,63,difficult
9469,63,difficult
9529,63,difficult
9608,63,difficult
9940,63,difficult
763,62,difficult
847,62,difficult
4934,62,difficult
5928,62,difficult
6095,62,difficult
6297,62,difficult
6496,62,difficult
8346,62,difficult
8356,62,difficult
8538,62,difficult
8598,62,difficult
8729,62,difficult
8738,62,difficult
8936,62,difficult
8939,62,difficult
9265,62,difficult
9343,62,difficult
9347,62,difficult
9737,62,difficult
794,61,difficult
6096,61,difficult
7638,61,difficult
8067,61,difficult
8973,61,difficult
9340,61,difficult
9373,61,difficult
9550,61,difficult
6098,60,difficult
6803,60,difficult
6994,60,difficult
7436,60,difficult
8636,60,difficult
9430,60,difficult
635,59,difficult
6039,59,difficult
7036,59,difficult
7349,59,difficult
7693,59,difficult
8065,59,difficult
8137,59,difficult
8437,59,difficult
8948,59,difficult
9138,59,difficult
9938,59,difficult
675,58,difficult
9071,58,difficult
9076,58,difficult
9148,58,difficult
9159,58,difficult
9526,58,difficult
3794,57,difficult
6082,57,difficult
7065,57,difficult
8397,57,difficult
8539,57,difficult
8646,57,difficult
9695,57,difficult
9805,57,difficult
6806,55,difficult
7993,55,difficult
8146,55,difficult
8343,55,difficult
8557,55,difficult
439,54,difficult
8438,54,difficult
9047,54,difficult
9539,54,difficult
6093,53,difficult
7063,53,difficult
8196,53,difficult
6827,51,difficult
7394,51,difficult
859,50,difficult
8957,48,difficult
9480,48,difficult
6793,46,difficult
738,44,difficult
8398,44,difficult
6835,42,difficult
7637,42,difficult
9629,42,difficult
8093,36,difficult
8068,0,difficult
